업무,공고번호-차수,분류,공고명,공고기관,수요기관,계약방법,입력일시 (입찰마감일시),공동 수급,투찰,내용링크
용역,E112400054-00,일반,2024년 제주본부 업무용차량 신규 임차용역,한국전력거래소,재무경영팀,제한(총액),2024/06/24 16:43 (2024/07/02 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240639152&bidseq=00
용역,E112400053-00,일반,성과관리시스템 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/06/21 14:22 (2024/07/02 14:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240636582&bidseq=00
용역,E112400052-00,일반,REDAS(신재생 자료취득시스템) 기능개선 용역,한국전력거래소,재무경영팀,제한(총액),2024/06/18 15:09 (2024/07/01 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240629371&bidseq=00
용역,E112400050-00,일반,2024년 제주본부 업무용차량 신규 임차용역,한국전력거래소,재무경영팀,제한(총액),2024/06/13 14:21 (2024/06/21 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240620659&bidseq=00
용역,E112400049-00,일반,2024년도 홍보 콘텐츠 제작 및 온라인 홍보채널 위탁운영 용역,한국전력거래소,재무경영팀,제한(총액),2024/06/13 10:38 (2024/06/25 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240619901&bidseq=00
물품,A112400016-00,일반,경인지사 업무용 복합기 구매,한국전력거래소,기획본부,수의(총액),2024/06/10 11:22 (2024/06/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240611618&bidseq=00
물품,A112400015-00,일반,2024년 5월 정기 시설 유지·보수 자재 구매,한국전력거래소,기획본부,수의(총액),2024/05/30 20:42 (2024/06/03 18:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240549371&bidseq=00
용역,E112400048-00,일반,영상정보를 활용한 BTM 태양광 발전기 설비용량 추정 기초 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/05/30 15:03 (2024/06/11 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240548592&bidseq=00
용역,E112400047-00,일반,2024년 제주본부 업무용차량 신규 임차용역,한국전력거래소,재무경영팀,제한(총액),2024/05/30 14:51 (2024/06/10 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240548300&bidseq=00
물품,A112400014-00,일반,직장어린이집 건립공사 주방기기 구매,한국전력거래소,기획본부,수의(총액),2024/05/30 11:29 (2024/05/31 11:29),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240547882&bidseq=00
용역,E112400046-00,일반,한국전력거래소 직장어린이집 위탁운영 용역,한국전력거래소,재무경영팀,일반(총액),2024/05/30 09:47 (2024/06/11 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240547377&bidseq=00
물품,G112400002-00,일반,전력IT 무정전전원장치(UPS) 소모성 부품 구입 및 교체,한국전력거래소,기획본부,제한(총액),2024/05/28 00:00 (2024/06/07 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240543683&bidseq=00
용역,E112400044-00,일반,육지 플러스DR 및 DR 제도개선 관련 DR시스템 기능 개선 용역,한국전력거래소,재무경영팀,제한(총액),2024/05/27 17:31 (2024/07/09 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240541512&bidseq=00
용역,E112400043-00,일반,중장기 경영전략 고도화 용역,한국전력거래소,재무경영팀,일반(총액),2024/05/27 16:57 (2024/07/09 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240541221&bidseq=00
용역,E112400042-00,일반,전력거래소 주요사업 부문 글로벌 선도를 위한 성과지표 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/05/27 16:50 (2024/06/07 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240541222&bidseq=00
물품,A112400013-00,취소,직장어린이집 건립공사 주방기기 구매,한국전력거래소,기획본부,수의(총액),2024/05/24 00:00 (2024/05/28 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240537573&bidseq=00
용역,E112400041-00,일반,'24년 전력통계정보시스템(EPSIS) 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2024/05/22 17:03 (2024/06/03 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240534247&bidseq=00
용역,E112400040-00,일반,2024년도 계량설비 봉인업무 위탁용역(단가계약),한국전력거래소,재무경영팀,일반(단가),2024/05/17 15:01 (2024/05/28 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240526140&bidseq=00
용역,E112400039-00,일반,전력거래분야 사이버보안 현안 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/05/16 14:10 (2024/05/28 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240523258&bidseq=00
용역,E112400038-00,일반,2024년도 휴양시설 위탁운영 용역,한국전력거래소,재무경영팀,일반(총액),2024/05/10 14:58 (2024/06/04 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240515613&bidseq=00
용역,E112400037-00,일반,RPS 의무이행 비용 정산시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2024/05/03 14:19 (2024/05/14 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240505449&bidseq=00
용역,E112400036-00,일반,특수일 산업체 조업률 조사용역,한국전력거래소,재무경영팀,제한(총액),2024/05/03 14:12 (2024/05/14 15:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240505451&bidseq=00
용역,E112400035-00,일반,차세대 ERP 구축을 위한 BPR/ISMP 용역,한국전력거래소,재무경영팀,제한(총액),2024/05/03 13:48 (2024/06/13 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240505172&bidseq=00
물품,A112400012-00,일반,정보통신실 UPS 배터리 구매,한국전력거래소,기획본부,수의(총액),2024/05/02 13:09 (2024/05/07 13:09),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240502462&bidseq=00
용역,E112400034-00,일반,발전계획입출력프로그램(RSCT) 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/05/02 11:02 (2024/05/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240502132&bidseq=00
용역,E112400033-00,일반,재생e 변동성 대응을 위한 소매단 수요반응 활성화 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/04/30 15:21 (2024/05/14 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240455427&bidseq=00
용역,E112400032-00,일반,2024년 전력거래사 문제은행 추가개발 및 자격검정 시행 위탁용역,한국전력거래소,재무경영팀,일반(총액),2024/04/24 13:29 (2024/05/08 14:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240445182&bidseq=00
용역,E112400031-00,일반,2024년 전력거래사 문제은행 추가개발 및 자격검정 시행 위탁용역,한국전력거래소,재무경영팀,일반(총액),2024/04/24 10:06 (2024/05/08 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240444756&bidseq=00
용역,E112400030-00,일반,수요예측·분석 시스템 통합 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/04/24 10:00 (2024/06/05 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240444476&bidseq=00
용역,E112400029-00,일반,전력시장 및 계통서비스 다변화 대응 거래수수료 체계 개편방안 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/04/24 09:47 (2024/05/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240444473&bidseq=00
용역,E112400028-00,일반,태양광 발전량 예측정확도 개선을 위한 수치기상 모델의 성능 향상 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/04/24 09:39 (2024/05/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240444478&bidseq=00
용역,E112400027-00,일반,2023년 자체건설 REC 가중평균단가 산정용역,한국전력거래소,재무경영팀,일반(총액),2024/04/24 09:32 (2024/05/08 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240444477&bidseq=00
용역,E112400026-00,일반,발전계획입출력프로그램(RSCT) 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/04/17 09:44 (2024/04/30 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240431501&bidseq=00
용역,E112400025-00,일반,발전계획입출력프로그램(RSCT) 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/04/16 16:49 (2024/04/29 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240430428&bidseq=00
용역,E112400024-00,일반,발전소 건설공정 모니터링 시스템(CPMS) 유지관리 용역,한국전력거래소,재무경영팀,제한(총액),2024/04/16 14:03 (2024/04/29 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240429796&bidseq=00
용역,E112400023-00,일반,(긴급)저탄소 전원계획을 위한 중앙계약시장 운영시스템 구축 및 개발 용역,한국전력거래소,재무경영팀,제한(총액),2024/04/08 15:57 (2024/04/19 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240415811&bidseq=00
용역,E112400022-00,일반,2024년도 계량설비 봉인업무 위탁용역(단가계약),한국전력거래소,재무경영팀,일반(단가),2024/04/03 16:27 (2024/05/14 13:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240408297&bidseq=00
물품,A112400011-00,일반,2024년 상반기 복합기 및 프린터 소모품 구매,한국전력거래소,기획본부,수의(총액),2024/04/01 18:21 (2024/04/05 17:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240402657&bidseq=00
물품,A112400010-00,일반,2024년 전력계통해석툴(PSS/E) 유지보수 갱신(권한구매),한국전력거래소,기획본부,수의(총액),2024/04/01 16:32 (2024/04/05 16:32),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240402001&bidseq=00
물품,A112400009-00,일반,"2024년 전력계통해석툴(PSCAD, E-tran) 유지보수 갱신(권한구매)",한국전력거래소,기획본부,수의(총액),2024/04/01 16:15 (2024/04/05 16:15),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240402002&bidseq=00
물품,A112400008-00,일반,2024년 상반기 복합기 및 프린터 소모품 구매,한국전력거래소,기획본부,수의(총액),2024/04/01 14:23 (2024/04/05 14:23),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240401616&bidseq=00
용역,E112400021-00,일반,제주지역 계통평가 프로그램 개발,한국전력거래소,재무경영팀,제한(총액),2024/03/28 17:27 (2024/04/09 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240355081&bidseq=00
용역,E112400020-00,일반,AI기반 최적화를 이용한 AC-OPF 기술 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/03/27 09:47 (2024/04/09 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240350842&bidseq=00
물품,A112400007-00,일반,제23주년 사창립 기념품 구매,한국전력거래소,기획본부,수의(총액),2024/03/26 13:36 (2024/04/02 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240349011&bidseq=00
용역,E112400019-00,일반,2024년도 정보보호 관리체계 인증 컨설팅,한국전력거래소,재무경영팀,제한(총액),2024/03/20 17:20 (2024/04/02 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240340082&bidseq=00
물품,A112400006-00,일반,본사사옥 시설 유지관리용 소모성 자재(1차) 구매,한국전력거래소,기획본부,수의(총액),2024/03/19 00:00 (2024/03/25 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240333164&bidseq=00
용역,E112400018-00,일반,제주지역 계통평가 프로그램 개발,한국전력거래소,재무경영팀,제한(총액),2024/03/13 15:01 (2024/03/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324184&bidseq=00
용역,E112400016-00,일반,AI기반 최적화를 이용한 AC-OPF 기술 개발 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/03/12 15:51 (2024/03/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324185&bidseq=00
용역,E112400015-00,일반,재생에너지 통합관제시스템(체계) 개발전략 수립 연구용역,한국전력거래소,재무경영팀,제한(총액),2024/03/12 15:46 (2024/03/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324183&bidseq=00
용역,E112400013-00,일반,실시간 구름이동벡터분석 기반 초단기 태양광 발전량 예측시스템 감리용역,한국전력거래소,재무경영팀,제한(총액),2024/03/12 15:13 (2024/03/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324182&bidseq=00
용역,E112400012-00,일반,'24~'25년 발전기 운전실적 분석시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2024/03/11 17:39 (2024/03/25 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324000&bidseq=00
용역,E112400011-00,일반,'24~'25년 발전기 운전실적 분석시스템 유지관리 위탁용역,한국전력거래소,재무경영팀,제한(총액),2024/03/11 15:30 (2024/03/25 16:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240324001&bidseq=00
용역,E112400009-00,일반,제주지역 계통평가 프로그램 개발,한국전력거래소,재무경영팀,제한(총액),2024/02/28 13:51 (2024/03/13 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240244604&bidseq=00
물품,A112400005-00,일반,육지 후비 전력관제센터 건립공사 콘크리트 단위수량계 구매,한국전력거래소,기획본부,수의(총액),2024/02/27 10:10 (2024/02/29 10:10),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240241284&bidseq=00
물품,A112400004-00,일반,환갱개선 및 비용절감을 위한 층별 안내도 교체,한국전력거래소,기획본부,수의(총액),2024/02/22 10:48 (2024/02/26 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240233927&bidseq=00
용역,E112400008-00,일반,2023년도 상용자가발전업체 조사 용역,한국전력거래소,재무경영팀,제한(총액),2024/02/22 08:50 (2024/03/05 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240237810&bidseq=00
물품,A112400003-00,일반,제주본부 계통시장 관제사 콘솔데스크 구매,한국전력거래소,기획본부,수의(총액),2024/02/21 00:00 (2024/02/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240231958&bidseq=00
물품,A112400002-00,일반,'24년도 설 명절 중소기업 상품 구매,한국전력거래소,기획본부,수의(총액),2024/02/08 00:00 (2024/02/13 10:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240212445&bidseq=00
용역,E112400006-00,일반,2024년도 전력거래소 전자기기보험,한국전력거래소,재무경영팀,일반(총액),2024/02/02 15:25 (2024/02/14 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240204198&bidseq=00
용역,E112400005-00,일반,'24~'25년도 전력IT EMS SW부문 유지관리 위탁용역,한국전력거래소,재무경영팀,일반(총액),2024/02/02 09:45 (2024/02/23 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240204197&bidseq=00
용역,20240135196-00,일반,2023년도 공공기관 고객만족도 및 국민인식도 조사,한국전력거래소,한국전력거래소,수의(총액)일반수의,2024/01/31 11:22 (2024/02/01 10:00),,,https://www.g2b.go.kr:8081/ep/invitation/publish/bidInfoDtl.do?bidno=20240135196&bidseq=00&releaseYn=Y&taskClCd=5 
물품,A112400001-00,일반,데이터 시각화 솔루션 라이선스 갱신,한국전력거래소,기획본부,수의(총액),2024/01/25 09:30 (2024/01/30 11:30),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240130848&bidseq=00
용역,E112400003-00,일반,2024년도 전력거래소 전자기기보험,한국전력거래소,재무경영팀,일반(총액),2024/01/23 11:20 (2024/01/31 12:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240126703&bidseq=00
물품,G112400001-00,일반,CVE 취약점 스캐닝 및 모의해킹 자동화 도구 구매,한국전력거래소,기획본부,제한(총액),2024/01/18 00:00 (2024/01/29 11:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/selectProdBid.do?tbidno=20240121696&bidseq=00
용역,E112400002-00,일반,제11차 전력수급기본계획 전략환경영향평가·기후변화영향평가 대행 용역,한국전력거래소,재무경영팀,제한(총액),2024/01/17 09:33 (2024/01/30 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240118344&bidseq=00
용역,E112400001-00,일반,제11차 전력수급기본계획 전략환경영향평가·기후변화영향평가 대행 용역,한국전력거래소,재무경영팀,제한(총액),2024/01/03 13:38 (2024/01/16 10:00),,한국전력거래소 이동,https://www.g2b.go.kr:8101/ep/tbid/serviceBidDtl.do?tbidno=20240111810&bidseq=00
